0	(re)zip	Booth: N2046	['Austin,', 'TX', 'United States']	Rezip Co. designs thoughtful products to help  consumers live a simpler, greener lifestyle. (re)zip® Reusable Storage Bags are the original  food-safe, lightweight, leakproof, freezer-safe  reusable bags. They are designed to simplify  food storage, and make it easy  for consumers to consciously reduce single-use  plastic baggies. (re)zip Reusable Storage Bags  are available in an assortment of sizes and styles  to accommodate a variety of uses including food  prep, pantry storage, organization, and more	Brands: Rezip	['Home', 'Pet', 'Special Attributes']	[['Household Supplies', 'Kitchen & Dining', 'Miscellaneous'], ['Pet Food - Cat', 'Pet Food - Dog'], ['Sustainability']]
833	FILLO'S Americas Made	Booth: N1017	['Geneva,', 'IL', 'United States']	The Caballero brothers craved the Cuban, Panamanian and other Latin American flavors they grew up with.  Neither had the time to prepare meals from scratch. In 2016, they launched the first line of Latin American pouch sofrito beans in the United States. In 2018, FILLO’S was a Whole Foods Market Supplier of the Year. In 2022 FILLO’S released its latest innovation, Walking Tamales. And won the Nexty award and a Best New Products awardee by Nosh. 	Brands: FILLO'S offers ready to eat tamales and sofrito beans. We are inspired by the desire to keep our traditional foods alive and motivated to find new ways to help people enjoy them today and tomorrow. As we say at FILLO'S, Keep Traditions Fresh.	['Special Attributes']	[['Canned', 'Convenience', 'Ethnic', 'Ethnic/Multicultural', 'Food Service Ready', 'Gluten/Wheat Free', 'Vegan']]
834	Finally! Chickpea Snacks	Booth: N1835	['Greenbrae,', 'CA', 'United States']	Finally! Chickpea Snacks creates ridiculously tasty spreads with the #1 ingredient: chickpeas! We use our proprietary chickpea flour as a base and add clean-label ingredients with none of the top-9 allergens. Our line up includes: the original Chickpea Butter, our alternative to peanut butter, 2) Chickpea Cookie Butter and 3) Chickpea Cocoa Spread. All three are delicious, indulgent and packed with nutrition! Please come by Booth N1815 and try them! You've never tasted chickpeas like this!	Brands: Finally! Chickpea Spreads and Butters
Finally! Chickpea Cookies
Finally! Chickpea Snacks
The Whole Bean Chickpea Flour	['Special Attributes', 'Condiments & Sauces', 'Snacks']	[['Allergy Free', 'Dairy Free', 'Egg Free', 'Gluten/Wheat Free', 'Kosher/Parve', 'Vegan'], ['Condiments & Sauces', 'Seed & Nut Butters', 'Shelf Stable Dips & Spreads'], ['Other Snacks']]
835	Fine Italian Food	Booth: N1707	['Bolingbrook,', 'IL', 'United States']	N/A	N/A	['Dairy & Eggs', 'Bakery', 'Baking & Cooking Ingredients', 'Condiments & Sauces', 'Pasta Sauce & Noodles']	[['Cheese'], ['Cookies', 'Flatbread', 'Pastries & Scones'], ['Baking & Cooking Mixes', 'Baking & Cooking Pastes', 'Cooking Oils & Shortening', 'Cooking Wine & Vinegar', 'Flours, Meals', 'Oil Sprays', 'Shortening & Lard'], ['Hot Sauces', 'Marinades & Sauces', 'Olives', 'Salad Dressings', 'Salad Toppings', 'Shelf Stable Dips & Spreads'], ['Dry Pasta & Noodles', 'Pasta Sauce', 'Pasta Sauce Mixes']]
836	Fine Pharma Co Ltd	Booth: 4395	['Shanghai,', 'Shanghai', 'China']	N/A	N/A	[]	[]
837	Fine USA Trading	Booth: 3646	['Santa Ana,', 'CA', 'United States']	N/A	Brands: FINE
Hyaluron & Collagen
Kelp Root Extract 
Natto Kinase
Green Tea & Coffee
Green Barley & Chia 
Probiotics Jelly
Sports Ion Drink

	['Special Attributes', 'Beverages', 'Supplements', 'Vitamins & Minerals']	[['Anti-Aging'], ['Coffee', 'Powdered Drink Mixes', 'Sports & Energy Drinks', 'Tea & Infusions'], ['Antioxidants', 'Collagen', 'Hair, Skin & Nail Supplements', 'Melatonin & Sleep Aids', 'Probiotics & Digestion'], ['Vitamins']]
838	FineLand Company Inc.	Booth: 4654	['Austin,', 'TX', 'United States']	N/A	N/A	[]	[]
839	Fire and Smoke Society LLC	Booth: N2147	['AR,', 'AR', 'United States']	N/A	N/A	['Condiments & Sauces', 'Seasonings & Spices']	[['Condiments & Sauces'], ['Dry Seasoning Mixes & Blends', 'Herbs & Spices', 'Salt']]
840	Fire Department Coffee	Booth: 5598B, N1726	['Rockford,', 'IL', 'United States']	N/A	N/A	[]	[]
841	Firehook	Booth: N1645	['Chantilly,', 'VA', 'United States']	Artisan baked crackers with the perfect crunch! Our crackers are baked from scratch using simple, NON-GMO ingredients. Mediterranean inspired flavors that are perfect for snacking and even better with your favorite cheese, dip and spread. Family owned and keeping it crunchy since 1992!	Brands: Firehook Baked Crackers	[]	[]
842	First Business Bank	Booth: 3172	['Fort Lauderdale,', 'FL', 'United States']	N/A	N/A	[]	[]
843	First Gen Food & Beverage Inc	Booth: N1269	['Tustin,', 'CA', 'United States']	N/A	N/A	[]	[]
844	First Priority Manufacturing	Booth: 3673	['Ferndale,', 'WA', 'United States']	Our full service cGMP manufacturing facility is certified under 21 CRF Part III. An FDA and Washington State health inspected facility. Comprehensive, exacting standard operating procedures coupled with our rigorous in-house testing methodology, third-party testing, hazard analysis, and mitigations processes provide you with absolute peace of mind. A privately held company with over 27 years in the nutraceutical field. Free quote on manufacturing your specialized nutritional formulation.	Brands: Custom manufacturer of your private label nutraceutical line for retail, wholesale, or pet lines. We manufacture in the USA for clients around the world. Offering you low minimums, fair pricing and quick turnaround. Free Quotes.	['Raw Ingredients', 'Services', 'Cosmetics Personal Care', 'Herbs & Functional Foods', 'Supplements', 'Vitamins & Minerals', 'Packaging']	[['Other', 'Vitamins'], ['Contract Manufacturing'], ['Feminine & Sexual Care', "Men's Personal Care & Grooming", 'Hair Care'], ['Herbs & Functional Foods'], ['Amino Acids', 'Antioxidants', 'Collagen', 'Eye Health Supplements', 'Fitness & Weight Management', 'Glucosamine & Joint Health', 'Hair, Skin & Nail Supplements', 'Melatonin & Sleep Aids', 'Omegas, Fish Oil & EFAs', 'Probiotics & Digestion', 'Superfood & Greens Blends'], ["Children's Vitamins", 'Minerals', 'Multivitamins', 'Vitamins'], ['Biodegradable Packaging', 'Capsules', 'Glass Bottles', 'Packaging Material', 'Plastic Bottles', 'Recycled Products']]
845	FirstWave Innovations	Booth: 2412	['Raleigh,', 'NC', 'United States']	FirstWave Innovations provides a platform for companies to test and launch new products in a high quality aseptic format without the minimum order quantities that are normally required for a launch, utilizing SinnovaTek's high quality processing machinery and services to address customer production needs before they are ready to move to a larger scale.	Brands: FirstWave, SinnovaTek, Nomatic, SinnoVita, VITERO	['Baby Food', 'Services', 'Soups & Canned Goods', 'Special Attributes']	[['Baby Food Shelf'], ['Contract Manufacturing'], ['Canned Soups'], ['Kosher/Parve', 'Organic Food & Bev']]
846	Fis Danismanlik A.S.	Booth: 2131	['Istanbul,', 'Türkiye']	N/A	N/A	[]	[]
847	Fischer & Wieser Specialty Foods, Inc.	Booth: 5205	['Fredericksburg,', 'TX', 'United States']	Fischer & Wieser is a family-owned specialty food manufacturer located in Fredericksburg, TX. The company produces over 150 products that include condiments, pasta sauces, soups, meal starters, marinades, cooking sauces, and internationally inspired recipes. Products can be found throughout the US and globally.  The 85,000 sq ft SQF Level 2 facility specializes in hot-fill, shelf-stable products and has expertise in recipe creation, hand-roasting, and the use of high-risk allergens.    	Brands: Fischer & Wieser, Mom's, Dr. Foo's, Four Star Previsions, Stick & Tine	['Condiments & Sauces', 'Services', 'Special Attributes']	[['Condiments & Sauces'], ['Contract Manufacturing'], ['Gluten/Wheat Free', 'Organic Processed/Packaged', 'Specialty/Gourmet', 'Trans Fat Free']]
848	Fishbowl	Booth: 2684	['Orem,', 'UT', 'United States']	Fishbowl is the nationally top-selling Manufacturing and Warehouse Management Solution for QuickBooks. Fishbowl replaces QuickBooks’ simple manufacturing and warehousing features with advanced ones and allows your company to stay with QuickBooks as it grows.	N/A	['Services']	[['Consulting', 'Training']]
849	FitJoy, INC	Booth: N1441	['Austin,', 'TX', 'United States']	FitJoy makes Joyful Snacks Fit For All.  That means we make the joy of snacking more accessible by creating products with clean, anti-inflammatory ingredients and a taste that is guaranteed to make you smile.	N/A	['Snacks']	[['Crackers', 'Pretzels']]
850	Flair Flexible Packaging Corporation	Booth: N1718	['Appleton,', 'WI', 'United States']	Flair Flexible is a privately-held, fully-integrated packaging manufacturer, focused on comprehensive support and solutions for your packaging needs, no matter your size or budget. Complete with GFSI-recognized FSSC22000 certification of our food safety management system, our products are FDA, USDA and CFIA compliant for safe solutions you can rely on.	Brands: ENVi® recyclable, Real Touch™ tactile packaging. LiDynamics® lidding films, PLATINUM+™ thermoforming films, DTR™ oxygen & moisture barrier films

	['Packaging', 'Special Attributes']	[['Packaging Material', 'Plastic Products'], ['Convenience', 'Functional Food', 'Organic Food & Bev', 'Organic Processed/Packaged', 'Packaged Grains/Cereal', 'Functional Beverage']]
851	Flash Energy Company	Booth: 1569	['Skokie,', 'IL', 'United States']	N/A	N/A	['Beverages']	[['Sports & Energy Drinks']]
852	Flatbread Queen Inc.	Booth: N1225	['Concord,', 'CA', 'United States']	handmade. plant-based. vegan. non-GMO.  All of our recipes originate from our family, and are sourced from our native Afghanistan. Our history influences everything we do here at Bolani, and we want to share it with you.  Bolani  products are handmade with love from our home base in the Bay Area so we can ensure each and every flatbread and all of our sauces meet our exceptionally high standards. We can’t wait to share our products and culinary traditions with you, and become a part of your kitchen.	Brands: Bolani	['Special Attributes']	[['Gluten/Wheat Free', 'Vegan']]
853	Flavor Full Foods Inc.	Booth: 948	['Daan Dist.,', 'Taiwan']	 Expertise – We have been manufacturing sesame related products over 55 years in Taiwan.  Worldwide – Main supplier and marketed our products to over 40 countries globally. (Branding, OEM…etc.)  Quality and Safety – SQF, BRC, ISO 22000, HALAL, KOSHER, NON-GMO, TAF.  Service – Offering OEM service with different flavor/packing size under customization.	Brands: Greeting! A specialized and world famed Sesame Oil manufacturer based in TAIWAN.
In addition to this, we have other large range of sesame products – sesame oil, sesame seed, sesame paste, sesame stuffing	['Condiments & Sauces', 'Raw Ingredients', 'Special Attributes']	[['Salad Dressings'], ['Fats & Oils', 'Proteins/Amino Acids'], ['Kosher/Parve', 'Vegan']]
854	Flavorganics, LLC	Booth: 1640	['Newark,', 'NJ', 'United States']	Flavorganics creates and bottles extracts and syrups from the finest organic botanical sources. We are committed to bringing exquisite organic flavor to your customers.	Brands: Flavorganics	['Special Attributes']	[['Flavorings', 'Kosher/Parve', 'Organic Processed/Packaged']]
855	Flexible Pouches	Booth: 2599	['Houston,', 'TX', 'United States']	N/A	N/A	[]	[]
856	Floating Leaf Fine Foods	Booth: N1035	['Winnipeg,', 'MB', 'Canada']	Canadian Family business. Offering Sprouted Prairie Blends, ancient grains and gourmet wild rice products.  Compete proteins, non-gmo verified, gluten free, kosher.  Chef grade quality offering consistent cook times, unique texture, unseasoned and convenient cook times. Organic and natural offerings. healthiest multi-grian blends on the market.  Offered in retail, bulk and ingredient.	Brands: Floating Leaf brand-Encouraging Excellent Health with Healthy Cuisine	['Special Attributes', 'Frozen']	[['Allergy Free', 'Food Service Ready', 'Full Line', 'Packaged Grains/Cereal', 'Gluten/Wheat Free', 'Organic Food & Bev'], ['Frozen Vegetables']]
857	Flock Foods	Booth: N748	['San Francisco,', 'CA', 'United States']	N/A	N/A	[]	[]
858	Flora, Inc.	Booth: 3727	['Lynden,', 'WA', 'United States']	Flora is a family-owned-and-operated company that has been providing quality supplements since 1965. Working directly with local farmers, Flora sources organic and non-GMO ingredients whenever possible to ensure purity, quality, and potency. From seed to finished product, you can rest assured that Flora products truly do nourish your body and soul.	Brands: Flora
Udo's Choice
BiologicVET
	[]	[]
859	Florida Pet Treats, Inc	Booth: 245	['boca raton,', 'FL', 'United States']	N/A	N/A	[]	[]
860	Flow Alkaline Spring Water	Booth: 5389	['Toronto,', 'Ontario', 'Canada']	N/A	Brands: Flow Alkaline Spring Water & Flow Organic Flavors, Flow Vitamin-Infused Spring Water, Flow Collagen-Infused Spring Water.	['Packaging', 'Beverages']	[['Packaging Material', 'Paper Products'], ['Water']]
861	Fly by Jing	Booth: N847	['Lewes,', 'DE', 'United States']	N/A	N/A	[]	[]
862	FODY Foods	Booth: 5538	['Montreal,', 'QC', 'Canada']	Fody is a natural food company dedicated to making products that are easy to digest, convenient, delicious and made with the cleanest of ingredients. We empower people to enjoy their favorite foods while removing the worry around digestive issues. Celebrating the love of food and self. Certified gluten-free, vegan, non-gmo, Low FODMAP and B-Corp.	Brands: Fody Foods	['Condiments & Sauces', 'Special Attributes']	[['Condiments & Sauces', 'Salad Dressings'], ['Allergy Free', 'Dairy Free', 'Gluten/Wheat Free', 'Kosher/Parve', 'Vegan']]
863	FOMILK	Booth: 494	['Istanbul,', 'Türkiye']	N/A	N/A	['Dairy Alternatives', 'Special Attributes']	[['Margarines & Butter Substitutes', 'Milk', 'Plant-based Cheese'], ['Vegan']]
864	Food Earth – Fazlani	Booth: N1113	['Somerville,', 'NJ', 'United States']	Fazlani Foods Corp brings you Food Earth  - 100% Organic, Certified Gluten Free, Certified Plant Based, Certified Vegan and NonGMO Indian meals and simmer sauces. Our products are made with authentic Indian recipes which aims to bring ultimate convenience.	Brands: Food Earth - Eat Organic Stay Fantastic	['Condiments & Sauces', 'Special Attributes']	[['Condiments & Sauces', 'Shelf Stable Dips & Spreads'], ['Ethnic/Multicultural', 'Organic Ingredients', 'Organic Processed/Packaged', 'Vegan']]
865	Food for Life	Booth: 1617	['Corona,', 'CA', 'United States']	Certified Organic, Certified Kosher Sprouted Whole Grain & Flourless Breads, Pasta, Cereal, Tortillas and English Muffins including Ezekiel 4:9® and Genesis 1:29® Brands in addition to a wide variety of Certified Kosher WF/GF/YF Breads, Tortillas & Pasta	N/A	['Bakery', 'Special Attributes']	[['Bagels'], ['Dietetic', 'Kosher/Parve', 'Organic Processed/Packaged', 'Vegan', 'Gluten/Wheat Free', 'Trans Fat Free']]
866	Food Ingredient Solutions by Oterra	Booth: 2985	['Marshfield,', 'MO', 'United States']	Food Ingredient Solutions is now part of Oterra!  We continue to offer quick turn around and  exceptional customer solutions with an even larger portfolio.  Oterra is the largest provider of naturally sourced colors worldwide. Since our first launch in 1876, we’ve utilized nature’s true colors and championed natural is best. We continue to share our expertise in colors for food, beverage, dietary supplements and pet food to help manufacturers bring products to consumers globally.	N/A	['Raw Ingredients', 'Services']	[['**flavors', 'Fruits & Vegetables', 'Herbs', 'Other', 'Vitamins'], ['Contract Manufacturing']]
867	Food Maison Corp	Booth: 5398B	['New York,', 'NY', 'United States']	N/A	N/A	['Bakery', 'Condiments & Sauces', 'Frozen', 'Snacks', 'Soups & Canned Goods', 'Special Attributes']	[['Cookies'], ['Mustard'], ['Frozen Vegetables'], ['Crackers'], ['Canned & Jarred Vegetables'], ['Canned', 'Food Service Ready', 'Full Line', 'Full Line Organic', 'Organic Ingredients', 'Specialty/Gourmet', 'Trans Fat Free', 'Vegan']]
868	Food Specialties Trading, LLC	Booth: N1203, 300	['Totowa,', 'NJ', 'United States']	Food Specialties Trading is the exclusive importer of De Nigris vinegar products from Modena Italy as well as Italian and Spanish olive oils. Our line encompasses finished goods to bulk, and we extensive experience bringing new items to the American market.	Brands: De Nigris
